SN,IP Delay (ms)
6150,20.62392234802246
6151,20.566225051879883
6152,20.492076873779297
6153,20.43890953063965
6154,20.38717269897461
6155,20.30801773071289
6156,20.303964614868164
6157,20.16520500183105
6158,20.151138305664062
6159,20.07484436035156
6160,20.004987716674805
6161,19.95778083801269
6162,19.88506317138672
6163,19.810914993286133
6164,19.7298526763916
6165,19.67096328735352
6166,19.58584785461425
6167,19.53601837158203
6168,19.535064697265625
6169,19.388198852539062
6170,19.40608024597168
6171,19.35386657714844
6172,19.2410945892334
6173,19.176006317138672
6174,19.13094520568848
6175,19.056081771850582
6176,18.985986709594727
6177,18.906116485595703
6178,18.85104179382324
